order_id,item_id,product_id,quantity,list_price,discount,total_price,product_name,Category_id,Product_category
444,5,10,2,1549,0.2,3097.8,Surly Straggler - 2016,8,Not found
445,1,7,1,3999.99,0.2,3999.79,Trek Slash 8 27.5 - 2016,9,Not found
445,2,16,1,599.99,0.07,599.92,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
445,3,23,1,299.99,0.2,299.79,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Children Bicycles
446,1,22,1,269.99,0.2,269.79,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
446,2,16,2,599.99,0.07,1199.91,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
447,1,4,2,2899.99,0.05,5799.93,Trek Fuel EX 8 29 - 2016,9,Not found
447,2,3,1,999.99,0.1,999.89,Surly Wednesday Frameset - 2016,8,Not found
447,3,8,1,1799.99,0.07,1799.92,Trek Remedy 29 Carbon Frameset - 2016,9,Not found
448,1,13,2,269.99,0.05,539.93,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
448,2,6,2,469.99,0.05,939.93,Surly Ice Cream Truck Frameset - 2016,8,Not found
449,1,17,2,429,0.05,857.95,Pure Cycles Vine 8-Speed - 2016,4,Cyclocross Bicycles
449,2,2,1,749.99,0.05,749.94,Ritchey Timberwolf Frameset - 2016,5,Electric Bikes
449,3,7,2,3999.99,0.07,7999.91,Trek Slash 8 27.5 - 2016,9,Not found
449,4,26,2,599.99,0.2,1199.78,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
450,1,24,1,549.99,0.05,549.94,Electra Townie Original 21D - 2016,1,Children Bicycles
450,2,12,1,549.99,0.07,549.92,Electra Townie Original 21D - 2016,1,Children Bicycles
450,3,5,1,1320.99,0.1,1320.89,Heller Shagamaw Frame - 2016,3,Cruisers Bicycles
451,1,14,2,269.99,0.05,539.93,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
452,1,11,1,1680.99,0.05,1680.94,Surly Straggler 650b - 2016,8,Not found
452,2,16,1,599.99,0.05,599.94,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
452,3,7,2,3999.99,0.1,7999.88,Trek Slash 8 27.5 - 2016,9,Not found
452,4,8,1,1799.99,0.1,1799.89,Trek Remedy 29 Carbon Frameset - 2016,9,Not found
453,1,23,1,299.99,0.05,299.94,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Children Bicycles
453,2,20,2,599.99,0.2,1199.78,Electra Townie Original 7D EQ - Women's - 2016,1,Children Bicycles
453,3,4,1,2899.99,0.2,2899.79,Trek Fuel EX 8 29 - 2016,9,Not found
454,1,25,2,499.99,0.07,999.91,Electra Townie Original 7D - 2015/2016,1,Children Bicycles
454,2,13,2,269.99,0.05,539.93,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
454,3,24,2,549.99,0.1,1099.88,Electra Townie Original 21D - 2016,1,Children Bicycles
455,1,9,1,2999.99,0.05,2999.94,Trek Conduit+ - 2016,9,Not found
456,1,17,2,429,0.07,857.93,Pure Cycles Vine 8-Speed - 2016,4,Cyclocross Bicycles
456,2,23,1,299.99,0.07,299.92,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Children Bicycles
457,1,24,2,549.99,0.07,1099.91,Electra Townie Original 21D - 2016,1,Children Bicycles
457,2,2,1,749.99,0.05,749.94,Ritchey Timberwolf Frameset - 2016,5,Electric Bikes
457,3,7,2,3999.99,0.1,7999.88,Trek Slash 8 27.5 - 2016,9,Not found
457,4,17,1,429,0.2,428.8,Pure Cycles Vine 8-Speed - 2016,4,Cyclocross Bicycles
458,1,2,1,749.99,0.2,749.79,Ritchey Timberwolf Frameset - 2016,5,Electric Bikes
458,2,21,2,269.99,0.07,539.91,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
458,3,11,1,1680.99,0.1,1680.89,Surly Straggler 650b - 2016,8,Not found
458,4,24,1,549.99,0.2,549.79,Electra Townie Original 21D - 2016,1,Children Bicycles
458,5,3,2,999.99,0.2,1999.78,Surly Wednesday Frameset - 2016,8,Not found
459,1,11,1,1680.99,0.2,1680.79,Surly Straggler 650b - 2016,8,Not found
460,1,19,1,449,0.05,448.95,Pure Cycles William 3-Speed - 2016,4,Cyclocross Bicycles
460,2,18,2,449,0.07,897.93,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,Cyclocross Bicycles
460,3,4,1,2899.99,0.2,2899.79,Trek Fuel EX 8 29 - 2016,9,Not found
460,4,22,2,269.99,0.1,539.88,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
461,1,16,1,599.99,0.07,599.92,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
461,2,4,1,2899.99,0.2,2899.79,Trek Fuel EX 8 29 - 2016,9,Not found
461,3,8,2,1799.99,0.05,3599.93,Trek Remedy 29 Carbon Frameset - 2016,9,Not found
461,4,24,1,549.99,0.1,549.89,Electra Townie Original 21D - 2016,1,Children Bicycles
461,5,18,2,449,0.1,897.9,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,Cyclocross Bicycles
462,1,12,2,549.99,0.1,1099.88,Electra Townie Original 21D - 2016,1,Children Bicycles
463,1,13,2,269.99,0.07,539.91,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
464,1,7,1,3999.99,0.1,3999.89,Trek Slash 8 27.5 - 2016,9,Not found
465,1,6,2,469.99,0.1,939.88,Surly Ice Cream Truck Frameset - 2016,8,Not found
465,2,25,2,499.99,0.1,999.88,Electra Townie Original 7D - 2015/2016,1,Children Bicycles
466,1,19,2,449,0.2,897.8,Pure Cycles William 3-Speed - 2016,4,Cyclocross Bicycles
466,2,6,1,469.99,0.2,469.79,Surly Ice Cream Truck Frameset - 2016,8,Not found
466,3,7,2,3999.99,0.05,7999.93,Trek Slash 8 27.5 - 2016,9,Not found
466,4,15,1,529.99,0.1,529.89,Electra Moto 1 - 2016,1,Children Bicycles
466,5,5,1,1320.99,0.1,1320.89,Heller Shagamaw Frame - 2016,3,Cruisers Bicycles
467,1,19,1,449,0.07,448.93,Pure Cycles William 3-Speed - 2016,4,Cyclocross Bicycles
467,2,10,1,1549,0.07,1548.93,Surly Straggler - 2016,8,Not found
467,3,22,2,269.99,0.1,539.88,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
467,4,17,2,429,0.07,857.93,Pure Cycles Vine 8-Speed - 2016,4,Cyclocross Bicycles
467,5,11,1,1680.99,0.1,1680.89,Surly Straggler 650b - 2016,8,Not found
468,1,19,1,449,0.1,448.9,Pure Cycles William 3-Speed - 2016,4,Cyclocross Bicycles
468,2,9,2,2999.99,0.05,5999.93,Trek Conduit+ - 2016,9,Not found
468,3,10,2,1549,0.05,3097.95,Surly Straggler - 2016,8,Not found
468,4,25,1,499.99,0.1,499.89,Electra Townie Original 7D - 2015/2016,1,Children Bicycles
469,1,8,2,1799.99,0.1,3599.88,Trek Remedy 29 Carbon Frameset - 2016,9,Not found
469,2,4,1,2899.99,0.07,2899.92,Trek Fuel EX 8 29 - 2016,9,Not found
469,3,15,2,529.99,0.2,1059.78,Electra Moto 1 - 2016,1,Children Bicycles
470,1,18,1,449,0.05,448.95,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,Cyclocross Bicycles
470,2,13,1,269.99,0.05,269.94,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
470,3,8,2,1799.99,0.2,3599.78,Trek Remedy 29 Carbon Frameset - 2016,9,Not found
471,1,14,1,269.99,0.2,269.79,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
471,2,13,2,269.99,0.05,539.93,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
472,1,15,1,529.99,0.1,529.89,Electra Moto 1 - 2016,1,Children Bicycles
472,2,21,2,269.99,0.1,539.88,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
473,1,26,1,599.99,0.07,599.92,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
474,1,19,2,449,0.05,897.95,Pure Cycles William 3-Speed - 2016,4,Cyclocross Bicycles
474,2,11,1,1680.99,0.2,1680.79,Surly Straggler 650b - 2016,8,Not found
475,1,17,2,429,0.07,857.93,Pure Cycles Vine 8-Speed - 2016,4,Cyclocross Bicycles
475,2,26,2,599.99,0.2,1199.78,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
475,3,25,1,499.99,0.2,499.79,Electra Townie Original 7D - 2015/2016,1,Children Bicycles
476,1,22,2,269.99,0.07,539.91,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
476,2,4,2,2899.99,0.2,5799.78,Trek Fuel EX 8 29 - 2016,9,Not found
476,3,11,2,1680.99,0.07,3361.91,Surly Straggler 650b - 2016,8,Not found
476,4,20,2,599.99,0.05,1199.93,Electra Townie Original 7D EQ - Women's - 2016,1,Children Bicycles
477,1,6,1,469.99,0.1,469.89,Surly Ice Cream Truck Frameset - 2016,8,Not found
477,2,10,1,1549,0.05,1548.95,Surly Straggler - 2016,8,Not found
478,1,21,2,269.99,0.07,539.91,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
479,1,26,1,599.99,0.07,599.92,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
479,2,12,1,549.99,0.05,549.94,Electra Townie Original 21D - 2016,1,Children Bicycles
479,3,21,1,269.99,0.2,269.79,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
479,4,7,1,3999.99,0.05,3999.94,Trek Slash 8 27.5 - 2016,9,Not found
479,5,10,1,1549,0.2,1548.8,Surly Straggler - 2016,8,Not found
480,1,4,1,2899.99,0.05,2899.94,Trek Fuel EX 8 29 - 2016,9,Not found
480,2,15,1,529.99,0.05,529.94,Electra Moto 1 - 2016,1,Children Bicycles
480,3,23,2,299.99,0.07,599.91,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Children Bicycles
481,1,13,2,269.99,0.2,539.78,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
481,2,16,2,599.99,0.07,1199.91,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
481,3,9,2,2999.99,0.1,5999.88,Trek Conduit+ - 2016,9,Not found
482,1,13,1,269.99,0.2,269.79,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
482,2,14,1,269.99,0.1,269.89,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
483,1,17,1,429,0.07,428.93,Pure Cycles Vine 8-Speed - 2016,4,Cyclocross Bicycles
484,1,8,2,1799.99,0.1,3599.88,Trek Remedy 29 Carbon Frameset - 2016,9,Not found
484,2,24,1,549.99,0.05,549.94,Electra Townie Original 21D - 2016,1,Children Bicycles
484,3,9,2,2999.99,0.05,5999.93,Trek Conduit+ - 2016,9,Not found
484,4,6,1,469.99,0.2,469.79,Surly Ice Cream Truck Frameset - 2016,8,Not found
485,1,13,1,269.99,0.1,269.89,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
485,2,26,2,599.99,0.05,1199.93,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
486,1,9,1,2999.99,0.07,2999.92,Trek Conduit+ - 2016,9,Not found
486,2,23,2,299.99,0.05,599.93,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Children Bicycles
487,1,6,1,469.99,0.2,469.79,Surly Ice Cream Truck Frameset - 2016,8,Not found
488,1,13,2,269.99,0.07,539.91,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
488,2,23,2,299.99,0.05,599.93,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Children Bicycles
488,3,22,1,269.99,0.05,269.94,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
489,1,8,2,1799.99,0.1,3599.88,Trek Remedy 29 Carbon Frameset - 2016,9,Not found
490,1,12,1,549.99,0.1,549.89,Electra Townie Original 21D - 2016,1,Children Bicycles
490,2,23,1,299.99,0.05,299.94,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Children Bicycles
490,3,14,1,269.99,0.1,269.89,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
490,4,13,2,269.99,0.07,539.91,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
491,1,9,2,2999.99,0.2,5999.78,Trek Conduit+ - 2016,9,Not found
491,2,21,2,269.99,0.05,539.93,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
491,3,15,2,529.99,0.05,1059.93,Electra Moto 1 - 2016,1,Children Bicycles
492,1,6,1,469.99,0.1,469.89,Surly Ice Cream Truck Frameset - 2016,8,Not found
492,2,22,2,269.99,0.1,539.88,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
492,3,26,1,599.99,0.05,599.94,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
493,1,15,1,529.99,0.05,529.94,Electra Moto 1 - 2016,1,Children Bicycles
493,2,18,2,449,0.05,897.95,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,Cyclocross Bicycles
493,3,26,1,599.99,0.05,599.94,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
494,1,23,1,299.99,0.1,299.89,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Children Bicycles
495,1,22,1,269.99,0.2,269.79,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
495,2,9,1,2999.99,0.05,2999.94,Trek Conduit+ - 2016,9,Not found
496,1,23,1,299.99,0.2,299.79,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Children Bicycles
496,2,13,1,269.99,0.1,269.89,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
496,3,21,2,269.99,0.2,539.78,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
497,1,25,2,499.99,0.07,999.91,Electra Townie Original 7D - 2015/2016,1,Children Bicycles
498,1,24,1,549.99,0.07,549.92,Electra Townie Original 21D - 2016,1,Children Bicycles
498,2,21,1,269.99,0.1,269.89,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
498,3,10,1,1549,0.07,1548.93,Surly Straggler - 2016,8,Not found
499,1,11,1,1680.99,0.2,1680.79,Surly Straggler 650b - 2016,8,Not found
499,2,15,1,529.99,0.07,529.92,Electra Moto 1 - 2016,1,Children Bicycles
499,3,14,2,269.99,0.2,539.78,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
499,4,20,2,599.99,0.1,1199.88,Electra Townie Original 7D EQ - Women's - 2016,1,Children Bicycles
500,1,12,2,549.99,0.05,1099.93,Electra Townie Original 21D - 2016,1,Children Bicycles
500,2,14,1,269.99,0.2,269.79,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
501,1,19,2,449,0.05,897.95,Pure Cycles William 3-Speed - 2016,4,Cyclocross Bicycles
501,2,8,1,1799.99,0.07,1799.92,Trek Remedy 29 Carbon Frameset - 2016,9,Not found
501,3,14,1,269.99,0.1,269.89,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
501,4,23,2,299.99,0.07,599.91,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Children Bicycles
502,1,13,1,269.99,0.05,269.94,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
503,1,13,2,269.99,0.07,539.91,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
503,2,10,1,1549,0.05,1548.95,Surly Straggler - 2016,8,Not found
504,1,24,2,549.99,0.1,1099.88,Electra Townie Original 21D - 2016,1,Children Bicycles
504,2,2,2,749.99,0.05,1499.93,Ritchey Timberwolf Frameset - 2016,5,Electric Bikes
505,1,26,1,599.99,0.2,599.79,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
506,1,25,1,499.99,0.1,499.89,Electra Townie Original 7D - 2015/2016,1,Children Bicycles
506,2,7,1,3999.99,0.07,3999.92,Trek Slash 8 27.5 - 2016,9,Not found
507,1,11,2,1680.99,0.05,3361.93,Surly Straggler 650b - 2016,8,Not found
507,2,13,2,269.99,0.07,539.91,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
507,3,20,2,599.99,0.1,1199.88,Electra Townie Original 7D EQ - Women's - 2016,1,Children Bicycles
508,1,8,1,1799.99,0.05,1799.94,Trek Remedy 29 Carbon Frameset - 2016,9,Not found
508,2,2,2,749.99,0.05,1499.93,Ritchey Timberwolf Frameset - 2016,5,Electric Bikes
508,3,10,2,1549,0.05,3097.95,Surly Straggler - 2016,8,Not found
508,4,25,1,499.99,0.07,499.92,Electra Townie Original 7D - 2015/2016,1,Children Bicycles
509,1,23,2,299.99,0.2,599.78,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Children Bicycles
509,2,4,2,2899.99,0.05,5799.93,Trek Fuel EX 8 29 - 2016,9,Not found
510,1,17,1,429,0.1,428.9,Pure Cycles Vine 8-Speed - 2016,4,Cyclocross Bicycles
511,1,22,2,269.99,0.05,539.93,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
511,2,13,1,269.99,0.1,269.89,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
512,1,21,1,269.99,0.07,269.92,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
513,1,7,1,3999.99,0.07,3999.92,Trek Slash 8 27.5 - 2016,9,Not found
513,2,13,1,269.99,0.2,269.79,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
513,3,23,1,299.99,0.07,299.92,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Children Bicycles
514,1,18,2,449,0.2,897.8,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,Cyclocross Bicycles
514,2,17,2,429,0.07,857.93,Pure Cycles Vine 8-Speed - 2016,4,Cyclocross Bicycles
515,1,8,1,1799.99,0.07,1799.92,Trek Remedy 29 Carbon Frameset - 2016,9,Not found
515,2,5,1,1320.99,0.1,1320.89,Heller Shagamaw Frame - 2016,3,Cruisers Bicycles
515,3,25,2,499.99,0.07,999.91,Electra Townie Original 7D - 2015/2016,1,Children Bicycles
515,4,6,2,469.99,0.2,939.78,Surly Ice Cream Truck Frameset - 2016,8,Not found
516,1,7,1,3999.99,0.05,3999.94,Trek Slash 8 27.5 - 2016,9,Not found
516,2,5,2,1320.99,0.1,2641.88,Heller Shagamaw Frame - 2016,3,Cruisers Bicycles
517,1,21,2,269.99,0.07,539.91,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
518,1,16,2,599.99,0.2,1199.78,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
518,2,5,2,1320.99,0.05,2641.93,Heller Shagamaw Frame - 2016,3,Cruisers Bicycles
518,3,25,2,499.99,0.05,999.93,Electra Townie Original 7D - 2015/2016,1,Children Bicycles
518,4,15,2,529.99,0.2,1059.78,Electra Moto 1 - 2016,1,Children Bicycles
518,5,11,2,1680.99,0.07,3361.91,Surly Straggler 650b - 2016,8,Not found
519,1,6,1,469.99,0.07,469.92,Surly Ice Cream Truck Frameset - 2016,8,Not found
519,2,16,1,599.99,0.1,599.89,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
519,3,23,2,299.99,0.05,599.93,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Children Bicycles
519,4,18,2,449,0.2,897.8,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,Cyclocross Bicycles
519,5,7,1,3999.99,0.05,3999.94,Trek Slash 8 27.5 - 2016,9,Not found
520,1,26,1,599.99,0.1,599.89,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
520,2,24,1,549.99,0.2,549.79,Electra Townie Original 21D - 2016,1,Children Bicycles
520,3,10,1,1549,0.07,1548.93,Surly Straggler - 2016,8,Not found
521,1,5,1,1320.99,0.2,1320.79,Heller Shagamaw Frame - 2016,3,Cruisers Bicycles
521,2,14,1,269.99,0.2,269.79,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
522,1,4,2,2899.99,0.07,5799.91,Trek Fuel EX 8 29 - 2016,9,Not found
522,2,22,2,269.99,0.07,539.91,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
522,3,21,1,269.99,0.05,269.94,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
523,1,12,1,549.99,0.2,549.79,Electra Townie Original 21D - 2016,1,Children Bicycles
523,2,20,1,599.99,0.05,599.94,Electra Townie Original 7D EQ - Women's - 2016,1,Children Bicycles
523,3,5,2,1320.99,0.1,2641.88,Heller Shagamaw Frame - 2016,3,Cruisers Bicycles
523,4,16,2,599.99,0.07,1199.91,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
524,1,11,1,1680.99,0.07,1680.92,Surly Straggler 650b - 2016,8,Not found
524,2,2,1,749.99,0.05,749.94,Ritchey Timberwolf Frameset - 2016,5,Electric Bikes
524,3,9,1,2999.99,0.2,2999.79,Trek Conduit+ - 2016,9,Not found
524,4,3,2,999.99,0.07,1999.91,Surly Wednesday Frameset - 2016,8,Not found
524,5,26,1,599.99,0.05,599.94,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
525,1,9,2,2999.99,0.07,5999.91,Trek Conduit+ - 2016,9,Not found
525,2,6,2,469.99,0.07,939.91,Surly Ice Cream Truck Frameset - 2016,8,Not found
525,3,10,1,1549,0.1,1548.9,Surly Straggler - 2016,8,Not found
526,1,3,2,999.99,0.1,1999.88,Surly Wednesday Frameset - 2016,8,Not found
526,2,8,1,1799.99,0.1,1799.89,Trek Remedy 29 Carbon Frameset - 2016,9,Not found
526,3,21,1,269.99,0.05,269.94,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
526,4,15,1,529.99,0.07,529.92,Electra Moto 1 - 2016,1,Children Bicycles
527,1,18,2,449,0.07,897.93,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,Cyclocross Bicycles
527,2,4,1,2899.99,0.2,2899.79,Trek Fuel EX 8 29 - 2016,9,Not found
527,3,19,1,449,0.1,448.9,Pure Cycles William 3-Speed - 2016,4,Cyclocross Bicycles
527,4,9,2,2999.99,0.2,5999.78,Trek Conduit+ - 2016,9,Not found
528,1,21,2,269.99,0.05,539.93,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
529,1,12,2,549.99,0.07,1099.91,Electra Townie Original 21D - 2016,1,Children Bicycles
530,1,2,2,749.99,0.05,1499.93,Ritchey Timberwolf Frameset - 2016,5,Electric Bikes
530,2,4,1,2899.99,0.07,2899.92,Trek Fuel EX 8 29 - 2016,9,Not found
530,3,6,2,469.99,0.2,939.78,Surly Ice Cream Truck Frameset - 2016,8,Not found
531,1,6,1,469.99,0.2,469.79,Surly Ice Cream Truck Frameset - 2016,8,Not found
531,2,12,2,549.99,0.2,1099.78,Electra Townie Original 21D - 2016,1,Children Bicycles
531,3,25,1,499.99,0.07,499.92,Electra Townie Original 7D - 2015/2016,1,Children Bicycles
532,1,17,2,429,0.07,857.93,Pure Cycles Vine 8-Speed - 2016,4,Cyclocross Bicycles
532,2,16,2,599.99,0.2,1199.78,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
532,3,12,1,549.99,0.1,549.89,Electra Townie Original 21D - 2016,1,Children Bicycles
533,1,4,1,2899.99,0.2,2899.79,Trek Fuel EX 8 29 - 2016,9,Not found
533,2,12,2,549.99,0.1,1099.88,Electra Townie Original 21D - 2016,1,Children Bicycles
533,3,10,1,1549,0.2,1548.8,Surly Straggler - 2016,8,Not found
533,4,25,1,499.99,0.05,499.94,Electra Townie Original 7D - 2015/2016,1,Children Bicycles
534,1,21,2,269.99,0.05,539.93,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
534,2,9,2,2999.99,0.05,5999.93,Trek Conduit+ - 2016,9,Not found
534,3,2,1,749.99,0.07,749.92,Ritchey Timberwolf Frameset - 2016,5,Electric Bikes
534,4,24,2,549.99,0.1,1099.88,Electra Townie Original 21D - 2016,1,Children Bicycles
535,1,24,1,549.99,0.05,549.94,Electra Townie Original 21D - 2016,1,Children Bicycles
535,2,15,1,529.99,0.1,529.89,Electra Moto 1 - 2016,1,Children Bicycles
535,3,22,2,269.99,0.1,539.88,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
536,1,22,1,269.99,0.1,269.89,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
536,2,2,1,749.99,0.1,749.89,Ritchey Timberwolf Frameset - 2016,5,Electric Bikes
536,3,12,2,549.99,0.05,1099.93,Electra Townie Original 21D - 2016,1,Children Bicycles
536,4,14,1,269.99,0.07,269.92,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
537,1,10,1,1549,0.05,1548.95,Surly Straggler - 2016,8,Not found
537,2,26,1,599.99,0.05,599.94,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
537,3,17,2,429,0.1,857.9,Pure Cycles Vine 8-Speed - 2016,4,Cyclocross Bicycles
537,4,25,2,499.99,0.2,999.78,Electra Townie Original 7D - 2015/2016,1,Children Bicycles
538,1,2,2,749.99,0.2,1499.78,Ritchey Timberwolf Frameset - 2016,5,Electric Bikes
539,1,9,2,2999.99,0.1,5999.88,Trek Conduit+ - 2016,9,Not found
539,2,23,1,299.99,0.05,299.94,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Children Bicycles
539,3,21,2,269.99,0.07,539.91,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
540,1,19,1,449,0.1,448.9,Pure Cycles William 3-Speed - 2016,4,Cyclocross Bicycles
540,2,26,2,599.99,0.1,1199.88,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
540,3,23,2,299.99,0.07,599.91,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Children Bicycles
541,1,22,2,269.99,0.05,539.93,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Children Bicycles
542,1,16,2,599.99,0.2,1199.78,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
542,2,9,1,2999.99,0.1,2999.89,Trek Conduit+ - 2016,9,Not found
542,3,20,1,599.99,0.1,599.89,Electra Townie Original 7D EQ - Women's - 2016,1,Children Bicycles
542,4,19,2,449,0.2,897.8,Pure Cycles William 3-Speed - 2016,4,Cyclocross Bicycles
543,1,25,1,499.99,0.2,499.79,Electra Townie Original 7D - 2015/2016,1,Children Bicycles
543,2,18,1,449,0.2,448.8,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,Cyclocross Bicycles
543,3,26,2,599.99,0.05,1199.93,Electra Townie Original 7D EQ - 2016,1,Children Bicycles
544,1,12,1,549.99,0.05,549.94,Electra Townie Original 21D - 2016,1,Children Bicycles
544,2,17,1,429,0.1,428.9,Pure Cycles Vine 8-Speed - 2016,4,Cyclocross Bicycles
544,3,21,1,269.99,0.05,269.94,Electra Cruiser 1 (24-Inch) - 2016,1,Children Bicycles
545,1,25,2,499.99,0.2,999.78,Electra Townie Original 7D - 2015/2016,1,Children Bicycles
545,2,6,1,469.99,0.07,469.92,Surly Ice Cream Truck Frameset - 2016,8,Not found
545,3,24,1,549.99,0.2,549.79,Electra Townie Original 21D - 2016,1,Children Bicycles
545,4,20,2,599.99,0.07,1199.91,Electra Townie Original 7D EQ - Women's - 2016,1,Children Bicycles
546,1,17,2,429,0.05,857.95,Pure Cycles Vine 8-Speed - 2016,4,Cyclocross Bicycles
546,2,8,1,1799.99,0.1,1799.89,Trek Remedy 29 Carbon Frameset - 2016,9,Not found
546,3,18,2,449,0.07,897.93,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,Cyclocross Bicycles
